Dataset,,,,,Model,Model Desc,Time Taken,Accuracy,Balanced Accuracy,Precision,Recall,F1,CM
mnist,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=100, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",30.27594113,0.8912,0.8892,0.8912,0.8912,0.8912,"[[ 959    1    0    0    1    3    4    1   11    0]
 [   1 1099    4   10    1    1    7    0   12    0]
 [  27   13  874   27   15    1   10    6   58    1]
 [  11    2   20  909    3    6    4   12   29   14]
 [   2    1    3    3  912    4    5    2   16   34]
 [  18    5    3   88   16  670   22   10   34   26]
 [  16    4    7    1   21   14  863    0   32    0]
 [   4    8   16   26   10    7    0  874   19   64]
 [   6    6    8   18   14    8    7    6  880   21]
 [   7    4   11   21   43   13    0   17   21  872]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(10, 10),Dropout:0)",102.2769806,0.9322,0.9312,0.9322,0.9322,0.9322,"[[ 952    0    4    2    2    8    4    6    2    0]
 [   0 1109    3    3    0    1    1    3   15    0]
 [  12    4  948   24   11    1    7   10   13    2]
 [   5    3   15  937    1    6    0   12   26    5]
 [   3    1   10    3  912    2    7   10    4   30]
 [   8    3    0   51    3  787    7    5   19    9]
 [  15    4    3    0    7   16  909    0    4    0]
 [   2    9   17    6    4    3    0  961    0   26]
 [   3   12    7   26    7   14    9    6  878   12]
 [   9    8    0   12   19    4    1   19    8  929]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(25, 25),Dropout:0)",68.75352955,0.9593,0.9589,0.9593,0.9593,0.9593,"[[ 966    0    3    0    1    4    0    1    2    3]
 [   2 1118    5    2    0    1    1    1    5    0]
 [   6    5  985   11    3    2    4    6    9    1]
 [   0    1    9  971    2    9    1    4    8    5]
 [   2    1    3    1  943    3    8    5    3   13]
 [   2    2    1   18    1  841    9    2   12    4]
 [   8    3    6    1    5   11  920    0    4    0]
 [   2    9    8    8    5    0    0  973    5   18]
 [   5    4    5    9    7   10    3    3  923    5]
 [   2    4    0   12   18    6    1    6    7  953]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(50, 50),Dropout:0)",127.2051041,0.9714,0.971,0.9714,0.9714,0.9714,"[[ 964    0    0    1    2    1    3    4    3    2]
 [   0 1125    2    1    0    2    1    1    3    0]
 [   4    3  998    7    4    0    1    9    6    0]
 [   0    0    9  973    0    9    0    5    9    5]
 [   2    1    5    0  955    1    1    3    1   13]
 [   3    1    0   23    1  855    3    1    4    1]
 [   6    2    0    1    8    9  930    0    2    0]
 [   1    7   10    2    4    0    0  995    2    7]
 [   3    2    3    5    5    7    1    6  938    4]
 [   0    2    0    4    8    4    1    5    4  981]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(100, 100),Dropout:0)",127.8432465,0.9776,0.9774,0.9776,0.9776,0.9776,"[[ 971    1    0    0    1    2    2    1    2    0]
 [   0 1125    1    2    0    1    2    1    3    0]
 [   4    5 1002    2    2    1    1    5    9    1]
 [   0    0    6  989    0    2    0    3    5    5]
 [   1    2    9    2  955    0    2    4    1    6]
 [   2    0    1    9    2  868    3    2    4    1]
 [   5    3    3    1    6    6  929    0    5    0]
 [   1    3    9    2    2    0    0 1001    3    7]
 [   3    1    2    3    2    6    3    4  947    3]
 [   1    2    1    8    5    1    0    1    1  989]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(10, 10, 10),Dropout:0)",107.1422825,0.9336,0.9324,0.9336,0.9336,0.9336,"[[ 953    0    4    2    3    5    6    3    2    2]
 [   0 1116    2    4    0    5    1    3    3    1]
 [  14   10  940   27    5    0    5   15   16    0]
 [   0    0   14  942    2   14    2   16   16    4]
 [   3    7    7    0  909    2   13    7    4   30]
 [   7    9    0   42    4  775   11    8   28    8]
 [   7    4    2    2   13   12  913    0    5    0]
 [   2    7   13    9    6    1    0  969    0   21]
 [   9   13    5   22    7   14    6    6  881   11]
 [   7    3    1   12   28    4    0   11    5  938]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(25, 25, 25),Dropout:0)",144.7442961,0.9576,0.957,0.9576,0.9576,0.9576,"[[ 950    0    4    3    1   11    3    1    4    3]
 [   0 1122    3    3    0    1    1    1    4    0]
 [   2   13  982    6    2    2    4   12    9    0]
 [   0    3    5  969    0   10    1    9    8    5]
 [   1    6    5    1  928    3    6    8    0   24]
 [   2    3    1   23    3  839   10    2    6    3]
 [   7    6    3    3    5    9  917    1    7    0]
 [   0   12   10    7    4    3    0  978    2   12]
 [   3    2    4    7    5   12    3    4  926    8]
 [   3    6    0   11   11    2    1    8    2  965]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(50, 50, 50),Dropout:0)",163.0802839,0.9721,0.9719,0.9721,0.9721,0.9721,"[[ 962    1    0    3    2    2    1    3    4    2]
 [   0 1122    2    4    0    2    1    0    4    0]
 [   5    1  992    5    4    0    3    9   13    0]
 [   0    0    4  981    1    4    0    9    5    6]
 [   1    0    4    3  953    1    4    2    2   12]
 [   2    0    0   17    1  859    4    2    3    4]
 [   6    2    2    0    3    3  939    0    3    0]
 [   0    4    7    4    3    1    1  997    1   10]
 [   3    4    2    7    5    7    0    4  939    3]
 [   1    3    0    6   10    4    0    5    3  977]]"
mnist,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(100, 100, 100),Dropout:0)",139.0880504,0.9771,0.9768,0.9771,0.9771,0.9771,"[[ 969    1    1    2    1    1    1    3    1    0]
 [   0 1124    1    2    0    2    2    0    4    0]
 [   0    3 1003    2    3    0    4    7    9    1]
 [   1    0    2  995    0    2    1    3    5    1]
 [   3    0    2    2  953    2    5    2    0   13]
 [   2    0    0   17    2  860    4    1    5    1]
 [   5    3    2    1    4    4  937    0    2    0]
 [   3    3    5    2    1    1    0  998    3   12]
 [   1    2    2    1    4    6    1    6  951    0]
 [   2    3    0    6    4    3    0    7    3  981]]"
mnist,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",188.3948243,0.9833,0.9831,0.9833,0.9833,0.9833,"[[ 975    0    1    1    0    1    1    1    0    0]
 [   0 1130    1    1    0    0    1    1    1    0]
 [   3    2 1007    4    1    0    1    7    7    0]
 [   0    0    3  998    0    1    0    3    5    0]
 [   0    0    2    0  973    0    2    1    0    4]
 [   1    0    0   12    0  871    5    1    1    1]
 [   6    3    1    1    2    3  940    0    2    0]
 [   2    3    7    1    0    0    0 1011    2    2]
 [   3    0    3    3    2    6    0    4  948    5]
 [   2    1    0    7   11    1    0    6    1  980]]"
mnist,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",215.031729,0.9853,0.9851,0.9853,0.9853,0.9853,"[[ 975    1    0    2    0    0    1    0    1    0]
 [   0 1132    1    1    0    0    1    0    0    0]
 [   2    0 1014    1    1    0    1    6    6    1]
 [   0    0    2  998    0    5    0    1    3    1]
 [   1    0    1    1  964    0    1    2    1   11]
 [   2    0    0    7    0  878    1    1    2    1]
 [   4    2    2    1    4    8  935    0    2    0]
 [   2    1    6    1    2    0    0 1009    1    6]
 [   3    0    1    2    2    6    0    2  954    4]
 [   1    0    2    3    4    3    0    2    0  994]]"
cifar10,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=2, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",9.201295614242554,0.3583,0.3583,0.3583,0.3583,0.3583,"[[456  45  64  15  45  25  32  35 213  70]
 [ 52 379  24  56  50  54  61  35  97 192]
 [111  51 225  60 174  72 160  74  47  26]
 [ 52  57  87 158 102 159 194  72  48  71]
 [ 53  35 115  39 335  56 229  82  33  23]
 [ 50  36  93 113 131 298 112  68  50  49]
 [ 22  64  74  53 170  64 459  34  23  37]
 [ 61  46  63  69 147  98  79 271  53 113]
 [101  89  34  26  27  37  34  20 527 105]
 [ 50 147  23  45  27  39  41  65  88 475]]"
cifar10,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=2, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",14.351992130279541,0.3632,0.3632,0.3632,0.3632,0.3632,"[[441  41  79  38  44  27  29  41 202  58]
 [ 60 377  42  54  47  43  68  42  70 197]
 [102  37 266  87 151  66 161  56  44  30]
 [ 52  52  92 188  98 169 175  58  51  65]
 [ 53  35 147  50 297  62 232  72  27  25]
 [ 36  38 118 135  97 304 100  80  50  42]
 [ 21  55  98  59 150  49 472  48  17  31]
 [ 61  35  69  73 130  92  91 318  43  88]
 [109  85  25  34  30  32  43  24 527  91]
 [ 61 166  28  41  29  28  52  50 103 442]]"
cifar10,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=4, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",11.579730033874512,0.3742,0.3742,0.3742,0.3742,0.3742,"[[469  46  61  27  33  27  33  35 203  66]
 [ 45 403  21  41  53  52  46  41  93 205]
 [100  48 220  69 189  71 171  50  49  33]
 [ 59  60  75 169 113 160 192  61  43  68]
 [ 51  25 106  31 338  66 244  74  38  27]
 [ 42  38  89 114 127 325 109  75  43  38]
 [ 15  52  81  53 163  57 484  37  19  39]
 [ 50  34  36  56 149  86  90 322  48 129]
 [114  94  23  34  21  36  30  25 519 104]
 [ 60 153  21  26  30  32  52  48  85 493]]"
cifar10,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=4, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",21.161224842071533,0.3921,0.3921,0.3921,0.3921,0.3921,"[[474  45  63  30  37  28  28  34 206  55]
 [ 50 428  36  44  32  44  49  36  73 208]
 [ 85  41 290  82 151  71 164  64  29  23]
 [ 53  40  92 199  98 183 193  52  34  56]
 [ 47  32 146  53 324  51 219  73  32  23]
 [ 35  36 103 108 114 346 101  75  41  41]
 [ 16  55  94  53 150  52 497  37  12  34]
 [ 57  39  52  66 132 101  85 334  35  99]
 [105  80  15  38  30  27  35  18 560  92]
 [ 50 176  25  42  20  29  51  49  89 469]]"
cifar10,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=8, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",16.360148429870605,0.3905,0.3905,0.3905,0.3905,0.3905,"[[470  38  66  19  40  24  27  31 220  65]
 [ 46 431  15  41  45  41  57  34  80 210]
 [ 87  64 245  50 168  69 183  57  41  36]
 [ 47  45  70 166 118 171 207  67  37  72]
 [ 51  28 131  29 328  54 261  66  27  25]
 [ 32  38  91 125 121 333 124  62  32  42]
 [ 17  49  80  49 152  56 518  31  12  36]
 [ 53  40  52  62 136  77  87 324  48 121]
 [102  91  26  28  23  35  22  20 567  86]
 [ 52 141  18  24  31  21  52  34 104 523]]"
cifar10,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=8, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",35.20192837715149,0.4244,0.4244,0.4244,0.4244,0.4244,"[[498  35  60  30  35  18  29  28 208  59]
 [ 38 465  21  43  26  49  51  30  74 203]
 [ 87  31 310  80 147  68 169  52  33  23]
 [ 48  32  87 237  96 189 173  42  37  59]
 [ 52  26 127  45 362  50 207  78  31  22]
 [ 30  32  94 126 108 369 104  78  28  31]
 [ 12  45  84  63 147  45 531  29  11  33]
 [ 52  31  45  65 125  90  69 380  40 103]
 [ 93  96  18  27  27  27  26  19 585  82]
 [ 41 174  21  37  24  26  43  47  80 507]]"
cifar10,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=16, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",26.60082221031189,0.3966,0.3966,0.3966,0.3966,0.3966,"[[480  39  66  24  40  24  26  21 217  63]
 [ 48 418  19  33  49  48  48  30  70 237]
 [ 94  50 231  60 175  73 178  62  48  29]
 [ 46  42  74 177  96 172 213  62  37  81]
 [ 50  27 125  31 345  49 238  76  33  26]
 [ 28  40  93 114 121 347 114  65  33  45]
 [ 16  45  75  49 162  48 536  22  10  37]
 [ 55  42  54  55 137  83  74 336  41 123]
 [ 96 102  19  37  18  39  23  22 559  85]
 [ 50 152  14  24  27  37  47  25  87 537]]"
cifar10,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=16, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",66.267733335495,0.4502,0.4502,0.4502,0.4502,0.4502,"[[520  30  61  23  39  19  31  24 198  55]
 [ 33 495  16  37  27  45  41  27  75 204]
 [ 87  33 333  89 142  67 145  52  29  23]
 [ 43  28  93 250  76 194 179  46  30  61]
 [ 48  16 146  45 375  52 196  66  33  23]
 [ 29  23  98 128  90 407  99  69  30  27]
 [ 10  33  87  58 130  45 575  21   8  33]
 [ 52  24  40  73 118  89  66 407  32  99]
 [ 91  81  13  32  23  27  21  20 611  81]
 [ 49 167  22  34  14  24  38  47  76 529]]"
